Cluster,Household,Person_ID,Age,State,Residence,Education,Edu_Years,Wealth,Marital_Status,Religion,Caste,Media_Exposure
425,10,3,20,37,2,3,13,2,0,2,992,2
26713,93,1,34,13,2,2,6,1,1,3,992,1
20827,12,1,32,10,2,2,9,4,1,1,991,2
63831,31,5,15,35,2,2,7,2,0,3,992,1
35207,32,4,20,20,2,2,11,2,0,1,992,2
15639,71,5,16,9,2,2,8,3,0,1,991,1
87529,73,2,26,17,2,0,0,1,1,3,992,0
91329,26,4,23,36,2,3,15,4,0,1,991,2
5833,76,3,32,5,2,2,9,3,0,1,991,2
91506,26,1,45,16,2,0,0,1,1,1,993,0
32411,3,1,50,18,2,0,0,1,1,1,992,0
47822,98,4,19,24,2,2,12,4,0,1,991,2
85716,32,2,20,24,2,2,8,1,1,1,991,0
12401,95,1,35,8,2,2,10,2,1,1,992,2
39936,23,2,31,21,2,0,0,1,1,1,992,0
83442,96,4,19,22,2,2,9,1,0,1,992,2
24631,97,1,40,12,2,2,10,4,1,3,992,2
30412,31,2,37,18,2,0,0,1,1,2,993,0
42405,62,3,23,23,2,2,8,1,1,1,991,1
81931,51,5,26,18,2,2,8,1,0,1,991,1
37906,26,1,43,21,2,2,6,2,1,1,991,2
13945,62,3,38,9,2,2,9,2,1,1,991,2
2314,11,1,48,2,2,2,10,4,1,1,991,2
93213,1,1,48,19,2,2,7,2,1,1,991,1
2038,77,2,16,1,2,2,10,2,0,1,993,2
14703,5,7,24,9,2,1,5,1,1,1,991,2
83523,90,3,38,22,2,2,8,1,1,1,991,2
38621,73,2,22,21,2,3,15,1,0,1,991,2
89537,57,3,24,36,2,3,15,3,0,1,991,2
27141,22,1,34,13,2,2,12,2,1,3,992,2
19530,19,2,46,9,2,2,12,3,1,1,991,2
17345,77,2,40,9,2,3,17,4,1,1,991,2
38140,78,5,21,21,2,2,8,2,0,1,991,2
50831,57,2,30,27,2,2,9,4,1,1,991,2
23433,59,3,33,10,2,2,10,2,1,1,991,2
17119,79,1,47,9,2,2,10,3,1,1,991,2
39335,29,1,47,21,2,0,0,1,1,1,991,0
11235,29,3,15,8,2,2,9,4,0,1,991,2
39507,73,2,24,21,2,2,9,2,1,1,992,2
10735,42,3,23,8,2,2,10,4,1,1,991,2
35123,6,1,35,20,2,2,9,3,1,2,991,2
27413,99,1,45,14,2,3,15,2,1,3,992,2
85409,32,1,32,24,2,2,10,3,1,1,991,2
55910,24,4,19,29,2,2,11,2,0,1,991,2
5402,78,1,42,3,2,2,10,5,1,4,991,2
83238,26,4,27,22,2,2,12,4,0,1,993,2
22303,54,11,26,10,2,0,0,1,1,1,991,0
60521,73,1,51,33,2,2,11,4,1,1,991,2
45030,37,3,22,23,2,2,12,2,0,1,991,2
57810,14,2,33,29,2,2,9,3,1,1,992,2
22211,14,3,19,10,2,2,12,3,0,1,991,2
82940,67,3,21,22,2,2,10,4,0,1,991,2
89342,45,1,36,36,2,1,0,2,1,1,991,2
38233,5,2,40,21,2,2,9,1,1,1,991,2
88835,82,1,28,36,2,2,10,2,1,1,991,2
82831,14,1,28,22,2,0,0,2,1,1,992,0
39507,22,3,28,21,2,2,7,1,1,1,991,2
92433,59,4,22,9,2,3,15,4,0,1,991,2
50104,29,3,22,27,2,2,8,4,0,2,991,2
55827,38,3,19,29,2,3,13,2,0,1,991,2
15108,16,3,24,9,2,2,12,4,1,1,991,2
26627,77,1,30,13,2,0,0,2,0,3,992,2
39333,11,5,32,21,2,2,9,3,0,1,991,2
26045,77,1,35,12,2,2,11,2,1,96,992,2
36819,97,1,30,20,2,1,2,1,1,1,992,0
18728,33,3,20,9,2,2,9,2,0,1,991,2
39605,90,4,18,21,2,2,7,1,1,1,991,2
83640,29,3,45,22,2,0,0,1,1,1,992,4
7306,24,4,40,6,2,2,10,5,1,1,991,2
29707,50,2,28,17,2,2,12,3,1,3,992,2
3422,78,3,28,2,2,2,12,2,0,1,991,2
55604,64,1,53,29,2,0,0,2,1,1,991,0
17003,41,3,22,9,2,2,11,1,0,1,991,2
82832,46,1,22,22,2,2,12,2,1,1,991,2
30711,92,1,25,18,2,1,4,1,1,2,993,0
21325,42,7,17,10,2,2,7,1,0,1,991,0
60006,66,1,47,32,2,2,11,4,1,1,991,2
11233,34,1,41,8,2,2,8,4,1,1,991,1
51109,26,1,26,27,2,1,5,1,1,1,991,0
82313,45,5,17,22,2,2,11,3,0,1,991,2
55333,13,3,26,28,2,2,10,2,1,1,991,2
27331,3,6,21,14,2,2,12,2,1,3,992,2
127,21,5,17,1,2,2,11,4,0,2,993,2
4208,85,6,28,3,2,1,5,3,0,4,991,2
35802,53,1,50,20,2,0,0,1,1,1,991,0
53129,29,7,31,27,2,3,18,5,0,1,991,2
35630,51,3,17,20,2,0,0,3,0,96,991,2
6111,97,2,39,5,2,2,8,1,1,1,991,2
57811,1,1,49,29,2,2,9,3,1,1,991,2
80502,33,4,20,12,2,1,4,1,0,3,992,2
34925,90,1,36,20,2,0,0,1,1,1,991,0
27833,84,3,31,14,2,2,12,3,0,1,991,2
88702,71,1,35,36,2,0,0,3,1,1,991,1
7707,96,3,18,6,2,2,11,5,0,1,991,2
42225,33,1,37,23,2,3,17,3,1,1,991,2
30238,77,3,21,18,2,2,9,3,0,1,991,2
48718,10,1,46,24,2,0,0,1,5,2,991,0
1511,6,3,20,1,2,2,12,2,0,2,991,2
831,29,1,52,1,2,0,0,3,1,2,991,0
92412,25,3,24,9,2,2,9,3,1,1,991,2
8414,49,1,34,6,2,2,10,5,1,1,991,2
43705,3,9,15,23,2,2,9,5,0,1,991,2
86019,51,2,35,24,2,2,7,1,0,1,991,2
29524,52,3,16,17,2,2,6,1,0,1,992,2
39508,73,1,46,21,2,2,9,2,1,1,992,2
6139,59,4,18,5,2,2,10,3,0,1,991,2
31504,42,1,35,18,2,2,9,1,1,3,991,2
5131,38,4,19,3,2,2,12,5,0,4,991,2
88030,61,3,27,3,2,3,14,5,1,3,991,2
42014,16,3,22,23,2,2,12,4,1,1,991,2
48710,54,1,43,24,2,2,12,4,1,1,991,2
39940,53,1,46,21,2,0,0,1,1,1,992,4
81542,29,1,35,18,2,0,0,3,1,1,992,2
12015,24,1,35,8,2,2,7,2,1,1,991,2
86027,30,7,17,24,2,2,8,1,0,1,991,2
10829,19,7,24,8,2,2,12,3,1,1,991,2
29116,85,1,36,16,2,1,4,3,1,1,991,1
92107,46,3,38,9,2,2,6,5,0,1,991,1
36238,97,1,31,20,2,1,3,1,1,1,991,2
58013,34,3,47,29,2,3,15,2,1,1,991,2
85016,65,5,16,24,2,2,10,1,0,1,991,2
11405,65,4,20,8,2,0,0,5,0,1,991,0
18318,64,1,25,9,2,2,8,2,1,2,991,0
57916,74,3,20,29,2,0,0,2,0,2,991,3
2434,56,3,25,2,2,2,12,4,0,1,991,2
31340,68,2,29,18,2,2,9,2,1,1,991,2
48714,51,2,26,24,2,2,7,2,0,1,991,1
86611,14,5,15,6,2,2,8,4,0,1,991,2
61307,58,2,15,33,2,2,9,2,0,1,991,2
63910,53,1,49,35,2,1,5,2,1,3,998,1
5431,51,3,37,3,2,2,9,5,1,4,991,2
81039,5,3,17,18,2,1,5,1,0,1,991,1
62340,81,1,30,33,2,2,8,3,1,1,991,0
56014,51,8,36,29,2,2,9,3,1,1,991,2
4713,99,1,47,3,2,0,0,1,3,4,991,0
27333,84,2,20,14,2,1,3,1,0,3,992,2
38536,93,1,43,21,2,3,15,2,1,1,992,2
58113,34,1,47,29,2,1,4,3,1,1,991,1
34309,9,1,39,19,2,2,7,3,1,1,991,2
12824,24,3,15,8,2,2,8,3,0,1,991,2
35838,97,3,24,20,2,2,12,2,1,1,991,2
29732,47,3,32,17,2,2,8,2,0,3,992,2
46225,90,1,37,23,2,0,0,1,1,1,991,0
33219,86,1,35,19,2,2,9,1,1,2,993,2
44822,94,1,30,23,2,1,5,1,1,1,991,2
53127,90,4,19,27,2,3,13,4,0,1,991,2
17615,64,4,18,9,2,2,12,4,0,1,991,2
20434,57,1,26,10,2,2,10,2,1,1,991,2
16341,35,1,35,9,2,2,12,3,1,1,991,2
44545,96,3,31,23,2,1,5,2,0,1,991,1
18406,41,1,49,9,2,0,0,2,1,2,991,1
33807,79,1,46,19,2,0,0,2,1,1,991,0
44332,61,9,33,23,2,2,7,4,1,1,991,1
82222,12,3,16,22,2,2,9,3,0,1,991,2
24313,34,1,48,11,2,0,0,3,1,1,991,1
22919,97,10,23,10,2,0,0,4,0,1,991,0
21813,53,1,40,10,2,3,15,2,1,1,991,2
2730,86,3,19,2,2,2,12,4,0,1,991,2
21345,66,3,19,10,2,2,12,2,0,1,991,2
44634,48,3,26,23,2,2,10,3,1,1,991,2
2802,76,1,45,2,2,2,8,3,1,1,991,2
81135,37,1,34,18,2,2,6,2,1,1,991,2
41829,61,1,25,23,2,0,0,1,1,1,991,0
26842,96,1,29,13,2,2,7,2,1,3,992,1
45337,37,3,28,23,2,3,16,1,0,1,991,2
42319,44,1,50,23,2,0,0,3,3,1,993,0
51210,89,1,29,27,2,2,10,4,1,1,991,2
10005,4,1,35,8,2,3,17,5,1,1,991,2
4412,43,5,18,3,2,2,12,4,0,4,991,2
3316,93,4,21,2,2,3,15,4,0,1,991,2
21630,84,3,16,10,2,2,9,3,0,1,991,2
12723,72,3,20,8,2,2,9,5,0,2,991,2
50421,95,2,34,27,2,2,8,2,5,1,991,0
15124,86,2,35,9,2,2,12,3,1,1,991,2
16912,92,2,21,9,2,3,14,1,0,1,991,2
54637,57,4,22,28,2,3,16,4,0,1,991,2
20013,64,5,17,9,2,2,7,1,0,1,991,2
15029,33,3,18,9,2,2,9,4,0,2,991,2
92613,35,1,42,9,2,2,8,2,1,1,991,1
19408,21,1,42,9,2,0,0,2,1,1,991,4
3833,80,1,48,3,2,2,10,4,1,1,991,2
45912,25,3,21,23,2,3,13,1,0,1,991,2
82637,71,4,22,22,2,2,12,2,0,1,991,2
10910,97,1,45,8,2,0,0,1,1,1,991,0
59131,29,4,23,32,2,3,15,2,0,1,991,2
18143,68,3,22,9,2,2,10,4,1,1,991,2
12144,18,1,46,8,2,0,0,3,1,1,991,0
13705,65,5,18,9,2,2,11,4,0,1,991,2
29806,26,2,51,17,2,0,0,2,1,3,992,1
88914,53,1,30,36,2,2,12,3,1,1,991,2
62306,61,1,38,33,2,2,10,4,1,1,991,2
40707,12,1,34,22,2,2,10,5,1,1,991,2
85114,31,6,15,24,2,2,8,2,0,1,991,2
15606,86,4,15,9,2,2,7,2,0,1,991,0
3142,29,5,18,2,2,2,12,4,0,1,991,2
19843,53,7,24,9,2,3,15,2,0,1,991,2
23506,86,1,45,10,2,0,0,3,1,1,991,0
12315,53,5,23,8,2,3,13,3,0,1,991,2
24525,33,3,21,12,2,2,10,3,0,5,992,2
55412,92,1,37,28,2,2,10,3,1,1,991,2
51621,33,1,43,27,2,2,12,1,1,1,991,2
35712,31,7,16,20,2,2,11,1,0,1,991,2
37007,62,2,21,21,2,2,8,1,0,1,991,0
81831,51,3,37,18,2,3,15,2,1,1,991,2
86332,78,6,23,24,2,2,10,3,0,1,991,2
39717,42,2,39,21,2,2,12,5,1,1,991,2
14635,29,1,36,9,2,2,9,3,1,1,991,2
88337,57,1,50,36,2,0,0,2,1,2,991,0
10405,69,3,30,8,2,1,5,2,1,4,991,2
31816,93,3,30,18,2,2,7,1,1,2,993,2
47802,76,8,15,24,2,2,9,3,0,1,991,2
39507,62,2,27,21,2,1,4,1,0,1,991,1
39634,74,1,34,21,2,2,9,3,1,1,991,2
40809,28,3,29,22,2,3,16,4,1,1,991,2
14224,64,1,25,9,2,2,8,3,1,1,991,2
25328,81,3,17,12,2,2,11,1,0,5,991,2
15144,34,1,28,9,2,2,8,2,1,1,991,1
30922,39,4,15,18,2,2,6,1,0,1,991,0
52329,20,1,32,27,2,2,12,3,1,1,991,2
18536,49,7,36,9,2,2,12,4,1,1,991,2
51606,66,3,30,27,2,2,10,3,1,1,991,2
36510,32,4,16,20,2,2,10,1,0,96,992,2
419,51,1,28,37,2,1,2,3,0,2,992,1
26032,75,3,25,12,2,2,10,1,0,1,992,2
54231,38,4,21,28,2,3,16,4,0,1,991,2
32914,14,1,28,19,2,2,9,5,1,2,992,2
89529,20,1,39,36,2,2,12,4,1,1,991,2
83337,50,1,51,22,2,2,8,3,1,1,991,1
58511,90,3,28,30,2,2,12,5,0,1,991,2
44019,25,4,20,23,2,3,13,3,0,1,991,2
12418,1,1,25,8,2,2,8,3,1,1,991,2
92334,29,1,39,9,2,1,4,4,1,1,991,0
25335,96,2,47,12,2,2,9,3,1,3,992,2
57705,45,3,28,29,2,3,17,4,1,3,993,2
80925,33,3,20,12,2,3,14,2,0,1,991,2
15620,4,2,40,9,2,1,4,1,1,1,991,0
90728,63,3,27,36,2,1,5,3,0,1,991,1
40235,15,1,31,22,2,2,6,1,1,1,991,2
34318,49,1,51,19,2,1,5,2,1,2,993,2
23031,31,1,33,10,2,2,9,4,1,1,991,2
90509,97,2,31,36,2,2,9,3,1,3,991,2
42433,78,1,26,23,2,2,10,2,1,1,991,2
85408,73,8,35,24,2,2,9,5,1,1,991,2
24633,24,1,27,12,2,0,0,3,1,5,992,0
57118,49,1,38,29,2,0,0,1,1,1,991,2
23710,97,1,24,10,2,1,5,1,1,2,991,1
43114,16,7,15,23,2,2,8,1,0,1,992,1
40742,55,1,50,22,2,0,0,3,1,1,991,0
14629,33,2,32,9,2,1,5,2,1,1,991,2
61532,6,1,31,33,2,3,15,3,1,1,991,2
23722,53,2,19,10,2,2,12,3,0,1,991,2
55532,47,1,52,29,2,3,15,4,1,1,991,2
11124,19,3,23,8,2,2,12,3,0,1,991,2
8237,77,3,45,6,2,3,15,4,1,1,992,2
8519,24,3,17,6,2,2,10,5,0,1,991,2
52414,35,3,35,27,2,2,12,2,1,1,991,2
85311,90,5,21,24,2,3,15,4,0,1,991,2
25715,11,1,28,12,2,0,0,1,1,96,992,0
10233,76,5,31,8,2,0,0,2,1,1,991,0
3124,44,1,45,2,2,2,12,5,1,1,991,2
52740,53,3,28,27,2,2,9,5,1,1,991,2
58312,92,3,35,29,2,2,10,3,0,1,991,2
1129,97,3,29,1,2,2,12,4,0,2,991,2
26113,1,5,16,13,2,1,3,1,0,3,992,0
30018,4,1,51,18,2,2,8,2,1,2,993,1
5123,26,1,50,3,2,2,10,5,1,1,991,2
44123,14,2,27,23,2,2,8,4,1,1,991,0
36638,27,1,26,20,2,2,7,1,1,1,992,1
1819,44,1,25,1,2,2,12,2,1,2,991,2
89734,56,3,18,36,2,2,7,2,0,1,991,1
21512,16,3,30,10,2,2,6,2,1,1,991,2
35139,59,1,47,20,2,0,0,1,1,3,992,0
52922,20,3,37,27,2,2,7,5,1,1,991,2
30710,78,4,17,18,2,0,0,1,0,3,991,0
40409,73,4,20,22,2,1,5,2,1,1,991,1
37732,73,3,24,21,2,3,15,3,0,1,991,2
28227,20,1,35,15,2,1,5,1,1,3,992,2
87616,4,1,30,17,2,2,6,1,1,3,992,1
35332,75,3,26,20,2,2,10,2,0,1,992,2
11518,87,4,23,8,2,2,6,4,0,2,991,2
49314,64,1,43,24,2,2,9,2,1,1,991,2
10318,10,2,39,8,2,3,17,5,1,1,991,2
44524,48,7,24,23,2,2,8,4,1,2,993,2
55629,29,1,40,29,2,2,12,1,1,1,993,2
18736,44,7,18,9,2,2,8,1,0,1,991,2
57705,91,4,16,29,2,2,10,4,0,3,993,2
804,42,4,24,1,2,3,15,4,0,2,993,2
6822,12,1,38,5,2,0,0,3,1,1,991,0
8339,5,1,47,6,2,2,7,4,1,1,991,2
20608,16,1,36,10,2,1,3,1,1,2,991,0
58803,5,1,49,32,2,2,12,4,1,3,991,2
81725,78,1,25,18,2,1,5,2,0,1,992,1
81518,39,1,26,18,2,2,10,4,0,5,991,2
85012,92,3,20,24,2,2,7,2,0,1,991,1
1929,17,3,28,1,2,3,15,3,1,1,991,2
81737,99,1,29,18,2,2,8,2,1,1,991,1
27727,83,1,29,14,2,2,12,2,1,1,993,2
57439,57,1,38,29,2,2,8,3,1,1,991,1
17137,29,6,15,9,2,1,5,1,0,1,991,0
56019,64,4,26,29,2,3,17,3,0,1,992,2
33810,86,3,21,19,2,3,13,3,0,1,991,2
93018,1,3,25,9,2,2,6,3,0,1,991,2
41528,37,1,47,22,2,0,0,1,1,1,992,0
23012,73,1,34,10,2,0,0,1,1,1,991,1
35121,65,3,15,20,2,2,7,2,0,1,991,2
18921,65,5,17,9,2,2,12,2,0,1,991,2
4404,4,3,28,3,2,2,12,4,0,4,991,2
1324,62,3,20,1,2,2,12,4,0,2,991,2
8314,75,6,52,6,2,0,0,4,1,1,991,1
20340,98,2,18,10,2,2,8,3,0,2,991,1
39803,12,1,46,21,2,1,2,2,1,1,991,1
10734,31,3,25,8,2,3,15,4,1,1,991,2
4422,61,1,49,3,2,0,0,3,1,4,991,0
11233,44,3,16,8,2,2,10,5,0,1,991,2
56116,93,1,35,29,2,2,9,2,1,1,991,2
83605,45,1,34,22,2,2,10,3,1,1,991,2
12022,22,5,17,8,2,2,10,1,0,1,992,2
1129,26,3,16,1,2,2,9,2,0,2,991,2
6633,11,1,31,5,2,2,9,2,1,1,991,2
42029,78,1,34,23,2,1,5,1,1,1,991,1
90824,63,3,39,36,2,2,10,4,1,1,991,2
80645,66,6,16,12,2,2,7,1,0,1,991,2
7113,16,3,21,6,2,2,8,4,0,2,991,2
17621,66,1,36,9,2,2,12,1,1,1,991,2
17027,26,1,38,9,2,2,8,3,1,1,991,0
49506,2,1,39,25,2,2,7,3,1,1,991,1
18245,55,1,15,9,2,2,10,2,4,1,991,2
60702,78,1,46,33,2,2,8,4,1,1,991,0
31819,51,1,45,18,2,0,0,3,1,2,993,0
87212,68,2,25,17,2,0,0,1,1,96,992,1
34829,20,3,19,20,2,2,10,2,0,1,991,2
47331,73,1,32,24,2,2,9,2,1,1,991,2
36917,31,1,44,20,2,2,10,2,1,1,991,2
16130,19,1,51,9,2,1,5,3,1,2,991,2
33338,62,3,19,19,2,2,9,2,0,2,991,2
41506,61,4,15,22,2,1,4,1,0,1,992,0
33406,41,3,23,19,2,0,0,1,0,2,993,0
19131,17,1,40,9,2,2,9,1,1,1,991,2
11730,36,3,32,8,2,2,12,4,1,1,991,2
32914,31,1,36,19,2,2,7,3,1,2,993,2
92805,85,3,21,9,2,2,12,2,1,1,991,2
6208,11,2,34,5,2,2,12,4,1,1,991,2
24232,78,3,29,11,2,3,17,4,0,1,991,2
8213,1,3,16,6,2,2,9,5,0,1,991,2
23317,78,2,22,10,2,3,15,3,0,1,991,2
57206,27,1,34,29,2,2,9,4,1,1,991,2
37207,58,3,18,21,2,2,10,1,0,1,992,2
5632,86,3,45,5,2,0,0,2,1,1,991,2
41733,64,1,35,22,2,2,12,1,1,1,991,2
88302,71,5,22,36,2,0,0,1,1,1,992,0
10433,51,1,45,8,2,1,5,3,0,1,991,0
20903,12,5,17,10,2,2,10,2,0,1,991,2
81339,5,1,47,18,2,1,4,2,1,1,991,1
38540,3,3,16,21,2,2,9,2,0,1,992,2
87307,79,3,30,17,2,1,4,1,1,3,992,0
81540,78,1,43,18,2,2,9,1,1,3,992,2
85723,23,1,43,24,2,2,7,3,1,2,993,0
41825,48,1,48,23,2,0,0,2,1,1,991,0
6842,44,3,21,5,2,2,8,3,1,1,991,0
43229,19,3,42,23,2,2,10,4,1,1,991,2
19223,3,3,23,9,2,3,15,3,0,1,991,2
1112,45,1,49,1,2,2,12,3,1,2,991,2
82510,87,4,23,22,2,3,16,2,0,1,991,2
2406,61,4,36,2,2,3,17,5,1,4,991,2
23035,69,1,36,10,2,2,6,1,3,1,991,2
11730,63,1,36,8,2,3,16,3,1,1,991,2
92209,67,2,32,9,2,0,0,3,1,1,991,0
2213,45,5,25,1,2,2,10,4,0,1,991,2
5805,32,1,45,5,2,1,5,2,1,1,991,2
44827,74,1,40,23,2,0,0,1,1,1,991,0
39940,1,1,39,21,2,0,0,1,1,1,992,0
15222,94,3,23,9,2,2,12,1,1,1,991,2
16811,40,1,44,9,2,2,8,1,1,1,991,0
22419,42,4,21,10,2,2,12,1,0,1,991,2
29530,33,1,45,17,2,2,8,2,1,3,992,2
39740,3,1,32,21,2,2,7,1,1,1,992,2
16709,67,1,33,9,2,2,10,4,1,1,991,2
30230,33,2,29,18,2,2,8,1,0,2,993,1
83640,1,4,32,22,2,2,10,1,1,1,992,2
89302,59,1,48,36,2,0,0,3,1,1,991,0
35324,51,1,36,20,2,0,0,1,4,2,991,0
63906,27,3,35,35,2,2,8,2,1,1,991,1
51502,34,1,34,27,2,3,14,3,1,1,991,2
16222,22,1,25,9,2,2,8,1,1,1,991,2
49105,54,6,34,24,2,2,9,4,1,2,991,2
58022,20,4,19,29,2,1,3,3,0,1,991,1
11043,67,2,45,8,2,2,10,1,1,1,992,2
49829,20,1,48,27,2,1,5,2,1,1,991,1
86307,73,1,38,24,2,1,3,3,1,1,991,0
16633,24,3,33,9,2,3,15,1,1,1,991,2
92211,89,5,29,9,2,3,15,3,1,1,991,2
40524,83,1,48,22,2,1,5,2,1,1,991,1
46507,27,3,27,23,2,0,0,2,1,1,991,0
55524,52,1,28,29,2,3,15,4,0,1,991,2
45835,4,1,41,23,2,0,0,1,1,1,991,0
81602,84,1,52,18,2,2,10,1,1,1,991,2
139,92,1,41,1,2,2,8,2,1,2,991,1
19429,78,3,15,9,2,2,8,2,0,1,991,1
24612,68,3,24,12,2,1,5,5,0,5,993,0
29511,30,1,38,17,2,2,10,2,1,3,992,2
60621,70,4,38,33,2,3,15,4,1,1,991,2
85937,58,1,42,24,2,1,5,2,1,1,991,1
87516,74,3,20,17,2,0,0,1,0,3,992,0
429,78,1,40,37,2,0,0,1,1,2,991,0
43209,95,2,31,23,2,3,16,3,1,1,992,2
45102,73,3,24,23,2,3,16,2,0,1,991,2
55128,51,1,28,28,2,3,15,4,1,1,991,2
86306,43,3,18,24,2,3,13,2,0,1,991,2
90813,16,1,51,36,2,1,3,4,1,1,991,2
23903,7,3,20,10,2,2,10,2,0,1,991,2
26737,90,4,29,13,2,2,8,1,0,3,992,1
10145,89,6,15,8,2,2,9,4,0,1,993,2
56613,62,3,16,29,2,2,9,2,0,1,991,2
19445,55,2,45,9,2,2,8,1,1,1,991,2
46729,61,7,15,23,2,2,8,3,0,1,992,0
89903,12,2,26,36,2,2,7,4,1,1,991,2
62527,20,2,37,33,2,2,6,3,1,1,991,0
44013,75,4,21,23,2,3,14,4,0,1,991,2
48239,37,3,33,24,2,1,2,2,1,1,991,0
86614,31,1,46,6,2,2,10,5,1,1,991,2
59229,28,3,23,32,2,3,15,5,0,3,991,2
1203,38,1,36,1,2,2,10,4,1,2,991,2
59332,92,3,22,32,2,2,11,3,0,1,991,2
46218,87,2,36,23,2,3,15,5,1,1,991,2
19609,80,2,21,9,2,2,10,2,0,1,991,2
50028,91,1,43,27,2,2,11,4,1,1,991,2
20220,88,1,48,9,2,2,8,2,1,1,991,1
36005,4,1,47,20,2,0,0,2,1,1,991,0
55522,19,1,37,29,2,2,12,4,1,1,991,2
40403,69,1,47,22,2,2,12,5,1,1,992,2
20013,96,1,36,9,2,0,0,2,1,1,991,0
36005,74,4,16,20,2,2,10,2,0,1,991,2
14813,96,4,17,9,2,2,9,2,0,1,991,2
46821,73,4,21,24,2,2,8,1,0,1,991,1
812,31,1,35,1,2,3,20,4,1,2,991,2
52808,73,1,47,27,2,2,11,3,1,1,991,2
41829,19,4,16,23,2,2,9,2,0,1,991,2
22521,73,3,16,10,2,2,10,3,0,1,991,2
3807,53,1,50,3,2,1,5,3,1,4,991,0
3342,29,1,53,2,2,2,10,4,1,1,991,2
1421,73,1,39,1,2,2,6,3,1,2,991,1
27614,53,4,30,14,2,2,9,2,0,2,991,2
91123,33,1,54,36,2,0,0,2,1,1,991,0
56937,58,1,40,29,2,1,3,3,1,1,991,1
41302,71,1,25,22,2,1,5,1,1,1,992,0
37308,73,1,45,21,2,0,0,1,1,1,991,0
19138,61,1,51,9,2,0,0,1,1,1,991,0
8703,41,7,18,6,2,2,9,4,0,2,991,2
24040,30,1,38,10,2,2,10,1,1,1,991,2
52811,6,3,26,27,2,2,12,2,0,1,991,2
42025,90,3,26,23,2,2,9,2,1,1,991,2
12142,83,1,50,8,2,0,0,1,1,1,991,1
28506,41,1,46,15,2,2,7,2,1,3,992,2
87104,23,5,29,17,2,2,12,4,1,3,992,2
13733,11,4,18,9,2,2,12,5,0,1,991,2
25308,21,3,20,12,2,2,12,2,0,3,992,2
88442,62,1,41,36,2,2,12,5,1,1,991,2
32832,6,2,18,19,2,2,12,4,0,1,991,2
87403,41,3,35,17,2,3,16,4,0,1,992,2
44219,60,5,46,23,2,2,12,3,1,1,991,2
1418,49,1,37,1,2,1,4,1,1,2,991,1
2535,72,1,42,2,2,2,10,2,0,5,991,2
12011,40,3,21,8,2,2,9,2,0,1,991,2
41316,32,4,16,22,2,2,11,3,0,1,991,2
92425,33,1,28,9,2,2,8,4,1,1,991,2
33731,51,3,20,19,2,3,13,2,0,1,991,2
15622,22,1,42,9,2,0,0,1,1,1,991,0
15142,96,4,22,9,2,0,0,3,0,2,991,0
46743,49,3,19,23,2,2,10,2,0,1,991,2
7837,58,1,45,6,2,2,6,4,1,4,991,1
82818,2,4,28,22,2,0,0,1,0,1,991,3
50104,32,5,16,27,2,2,10,5,0,2,991,2
87823,33,2,26,17,2,2,12,1,1,3,992,2
86413,7,3,19,24,2,2,9,4,1,1,991,2
43405,74,1,30,23,2,3,15,3,1,1,991,2
19919,42,6,33,9,2,2,12,3,1,2,991,2
27842,65,1,28,14,2,2,8,2,1,96,991,2
88211,24,5,16,3,2,2,10,5,0,1,991,2
37007,24,1,37,21,2,2,10,2,1,1,991,2
89427,20,4,20,36,2,3,15,2,0,1,992,2
28012,45,7,16,14,2,2,9,4,0,3,992,2
1104,29,4,19,1,2,2,10,3,0,2,991,2
22612,92,1,32,10,2,3,17,3,1,1,991,2
26027,63,1,30,12,2,1,5,2,1,5,992,1
52106,2,6,28,27,2,3,13,4,1,5,991,2
45734,31,7,18,23,2,2,12,3,0,5,991,2
45205,93,1,49,23,2,2,12,2,1,1,991,2
24729,81,5,15,12,2,2,7,2,0,3,992,1
61733,5,3,29,33,2,3,14,4,0,1,991,2
39234,63,3,26,21,2,2,7,1,0,1,991,0
88905,59,1,48,36,2,1,5,2,1,1,991,2
24920,2,2,49,12,2,3,15,2,0,3,992,2
25530,84,3,25,12,2,1,4,2,1,1,991,2
42712,92,1,45,23,2,2,8,1,1,1,991,0
33129,73,1,45,19,2,1,1,1,1,1,993,0
23822,12,1,40,10,2,2,6,2,1,1,991,2
5140,78,3,31,3,2,3,15,5,1,4,991,2
21219,79,4,18,10,2,3,13,1,0,1,991,2
31638,76,2,36,18,2,2,8,2,1,1,991,2
31038,76,3,15,18,2,2,8,1,0,1,991,0
85408,59,5,15,24,2,2,7,3,0,1,991,2
41914,16,1,41,23,2,0,0,1,1,1,991,0
85841,23,1,30,24,2,2,12,3,1,1,991,2
43103,54,1,39,23,2,1,3,2,1,1,992,0
63505,67,1,49,34,2,2,7,5,1,1,991,1
60804,4,3,30,33,2,3,15,5,1,2,991,2
24512,92,4,15,12,2,2,6,2,0,5,992,2
1628,91,4,19,1,2,2,12,2,0,2,991,2
44542,16,3,15,23,2,2,8,1,0,1,991,2
81723,26,1,47,18,2,2,7,1,1,2,993,2
20501,44,3,19,10,2,2,8,1,0,1,991,2
31819,46,3,26,18,2,2,11,3,0,2,993,2
48030,22,1,39,24,2,2,10,5,1,1,991,2
36344,36,1,30,20,2,0,0,2,1,1,991,0
35630,37,3,35,20,2,0,0,1,1,1,991,0
82041,94,1,34,18,2,2,12,1,1,2,993,2
